Country Name,Score,Pillar
Democratic People's Republic of Korea (the),2.5985465,People
Democratic Republic of the Congo (the),2.361450713252223,Business
Democratic Republic of the Congo (the),1.4971452380952381,Foundations
Democratic Republic of the Congo (the),1.8278409999999996,Government
Democratic Republic of the Congo (the),2.6388379166359606,Infrastructure
Democratic Republic of the Congo (the),2.8337355748025628,People
Democratic Republic of the Congo (the),2.696600000000002,Regulation
Democratic Republic of the Congo (the),3.4600700000000013,Strategy
Denmark,4.197125657104423,Business
Denmark,4.611183722222223,Foundations
Denmark,4.0399565693333335,Government
Denmark,4.563146087401905,Infrastructure
Denmark,4.801711293195166,People
Denmark,5.4910000000000005,Regulation
Denmark,5.236510000000001,Strategy
Developing,,Business
Developing,,Government
Developing,,Infrastructure
Developing,,Regulation
Developing,,Strategy
Developing,2.8962000000000003,Foundations
Developing,3.0958,People
Djibouti,3.1860317301587298,Business
Djibouti,3.2282000000000006,Foundations
Djibouti,2.0923109999999996,Government
Djibouti,2.4332883029006247,Infrastructure
Djibouti,2.992439175182035,People
Djibouti,,Regulation
Djibouti,3.68462,Strategy
Dominica,3.8146667142857136,Business
Dominica,3.9268,Foundations
Dominica,3.0064789999999997,Government
Dominica,2.785274857354702,Infrastructure
Dominica,2.599833916666667,People
Dominica,3.8942,Regulation
Dominica,,Strategy
Dominican Republic (the),2.877501243517542,Business
Dominican Republic (the),3.277290476190476,Foundations
Dominican Republic (the),3.3184787500000015,Government
Dominican Republic (the),2.743404232999685,Infrastructure
Dominican Republic (the),3.8765481248255,People
Dominican Republic (the),3.3952000000000013,Regulation
Dominican Republic (the),4.53292,Strategy
Early-demographic dividend,2.586566989988799,Business
Early-demographic dividend,,Foundations
Early-demographic dividend,,Government
Early-demographic dividend,,People
Early-demographic dividend,,Regulation
Early-demographic dividend,,Strategy
Early-demographic dividend,5.617873374241,Infrastructure
East Asia & Pacific,3.170990960964365,Business
East Asia & Pacific,3.723114285714285,Foundations
East Asia & Pacific,1.1219407365365,Government
East Asia & Pacific,5.897000234276,Infrastructure
East Asia & Pacific,3.86925,People
East Asia & Pacific,,Regulation
East Asia & Pacific,,Strategy
East Asia & Pacific (IDA & IBRD countries),2.950405718139376,Business
East Asia & Pacific (IDA & IBRD countries),,Foundations
East Asia & Pacific (IDA & IBRD countries),,People
East Asia & Pacific (IDA & IBRD countries),,Regulation
East Asia & Pacific (IDA & IBRD countries),,Strategy
East Asia & Pacific (IDA & IBRD countries),1.0989380109829,Government
East Asia & Pacific (IDA & IBRD countries),5.9170575118310005,Infrastructure
East Asia & Pacific (excluding high income),2.919513799006698,Business
East Asia & Pacific (excluding high income),3.5805428571428575,Foundations
East Asia & Pacific (excluding high income),1.0989380109829,Government
East Asia & Pacific (excluding high income),5.887123657515,Infrastructure
East Asia & Pacific (excluding high income),3.7445,People
East Asia & Pacific (excluding high income),,Regulation
East Asia & Pacific (excluding high income),,Strategy
East and South Asia,,Business
East and South Asia,,Foundations
East and South Asia,,Government
East and South Asia,,People
East and South Asia,,Regulation
Eastern Europe and Central Asia,,Business
Eastern Europe and Central Asia,,Foundations
Eastern Europe and Central Asia,,Government
Eastern Europe and Central Asia,,People
Eastern Europe and Central Asia,,Regulation
Ecuador,2.6805666340008707,Business
Ecuador,4.161521428571428,Foundations
Ecuador,3.6938515,Government
Ecuador,2.9743387491435005,Infrastructure
Ecuador,4.338068380126352,People
Ecuador,3.76945,Regulation
Ecuador,4.617750000000001,Strategy
Egypt,3.1962245744120543,Business
Egypt,2.8934904761904745,Foundations
Egypt,2.7273530373333332,Government
Egypt,2.704520402375964,Infrastructure
Egypt,3.7121815361865904,People
Egypt,2.5469,Regulation
Egypt,4.423140000000002,Strategy
El Salvador,2.95940231546769,Business
El Salvador,3.2387460317460324,Foundations
El Salvador,2.5621976766666674,Government
El Salvador,2.673871712251982,Infrastructure
El Salvador,3.785564502322197,People
El Salvador,3.445099999999999,Regulation
El Salvador,4.388210000000001,Strategy
Equatorial Guinea,2.847249703614519,Business
Equatorial Guinea,1.1151,Foundations
Equatorial Guinea,1.3395694999999999,Government
Equatorial Guinea,1.4169546023126516,Infrastructure
Equatorial Guinea,2.058211,People
Equatorial Guinea,,Regulation
Equatorial Guinea,,Strategy
Eritrea,1.6193920730679514,Business
Eritrea,2.829,Foundations
Eritrea,1.029441,Government
Eritrea,0.7477775640863356,Infrastructure
Eritrea,1.6619634166666668,People
Eritrea,,Regulation
Eritrea,,Strategy
Estonia,4.04524963301393,Business
Estonia,4.676111541666668,Foundations
Estonia,3.55556324188889,Government
Estonia,4.337206621470029,Infrastructure
Estonia,4.634838714857229,People
Estonia,5.366250000000001,Regulation
Estonia,5.07184,Strategy
Eswatini,2.5208924864568516,Business
Eswatini,3.211566666666668,Foundations
Eswatini,3.3467970000000005,Government
Eswatini,2.1088059424130505,Infrastructure
Eswatini,2.44401684724359,People
Eswatini,,Regulation
Eswatini,3.659669999999999,Strategy
Ethiopia,2.576164618501779,Business
Ethiopia,1.4523309523809527,Foundations
Ethiopia,3.3178549999999993,Government
Ethiopia,2.205698289493853,Infrastructure
Ethiopia,2.7527548439274003,People
Ethiopia,2.6966,Regulation
Ethiopia,3.7195499999999986,Strategy
Euro area,3.6920175438268203,Business
Euro area,5.0419,Foundations
Euro area,1.1106610522143,Government
Euro area,5.99,Infrastructure
Euro area,5.091799999999999,People
Euro area,,Regulation
Euro area,,Strategy
Europe,,Business
Europe,,Foundations
Europe,,Government
Europe,,People
Europe,,Regulation
Europe,,Strategy
Europe & Central Asia,3.8232994047619053,Business
Europe & Central Asia,4.321914285714287,Foundations
Europe & Central Asia,1.0986187175495,Government
Europe & Central Asia,5.989666980873,Infrastructure
Europe & Central Asia,4.3433,People
Europe & Central Asia,,Regulation
Europe & Central Asia,,Strategy
Europe & Central Asia (IDA & IBRD countries),4.020136634218038,Business
Europe & Central Asia (IDA & IBRD countries),,Foundations
Europe & Central Asia (IDA & IBRD countries),,People
Europe & Central Asia (IDA & IBRD countries),,Regulation
Europe & Central Asia (IDA & IBRD countries),,Strategy
Europe & Central Asia (IDA & IBRD countries),1.0428388797416,Government
Europe & Central Asia (IDA & IBRD countries),5.989334518131,Infrastructure
Europe & Central Asia (excluding high income),4.1959583333333335,Business
Europe & Central Asia (excluding high income),3.4094571428571427,Foundations
Europe & Central Asia (excluding high income),1.0387168836049,Government
Europe & Central Asia (excluding high income),5.989267723987001,Infrastructure
Europe & Central Asia (excluding high income),3.3952,People
Europe & Central Asia (excluding high income),,Regulation
Europe & Central Asia (excluding high income),,Strategy
European Union,3.606565255808926,Business
European Union,,Foundations
European Union,,Regulation
European Union,,Strategy
European Union,1.1092127685364,Government
European Union,5.99,Infrastructure
European Union,4.9529505055000005,People
Falkland Islands,,Business
Falkland Islands,,Foundations
Falkland Islands,,Government
Falkland Islands,,Infrastructure
Falkland Islands,,Regulation
Falkland Islands,,Strategy
Faroe Islands,,Business
Faroe Islands,,Foundations
Faroe Islands,,Government
Faroe Islands,,Regulation
Faroe Islands,,Strategy
Faroe Islands,5.990000000000001,Infrastructure
Faroe Islands,4.360765000000001,People
Fiji,3.0168661072649887,Business
Fiji,2.2801000000000005,Foundations
Fiji,3.420649,Government
Fiji,3.014245009517902,Infrastructure
Fiji,2.951710404775811,People
Fiji,,Regulation
Fiji,4.552880000000001,Strategy
Finland,4.501280599948484,Business
Finland,4.702890486111111,Foundations
Finland,4.331453307533334,Government
Finland,4.6726999358800345,Infrastructure
Finland,4.452801471856724,People
Finland,5.341300000000002,Regulation
Finland,5.286410000000002,Strategy
Fragile and conflict affected situations,2.4852980659812607,Business
Fragile and conflict affected situations,,Foundations
Fragile and conflict affected situations,,Government
Fragile and conflict affected situations,,People
Fragile and conflict affected situations,,Regulation
Fragile and conflict affected situations,,Strategy
Fragile and conflict affected situations,3.697938152316,Infrastructure
France,4.014917682165563,Business
France,4.469765079365079,Foundations
France,3.5703842610137637,Government
France,4.222823947797953,Infrastructure
France,4.436978380605665,People
France,4.767450000000001,Regulation
France,5.07683,Strategy
French Guiana,,Business
French Guiana,,Foundations
French Guiana,,Government
French Guiana,,Regulation
French Guiana,,Strategy
French Guiana,1.3505126467402402,Infrastructure
French Guiana,2.7939050000000005,People
French Polynesia,,Business
French Polynesia,,Foundations
French Polynesia,,Government
French Polynesia,,Regulation
French Polynesia,,Strategy
French Polynesia,2.3932007942931537,Infrastructure
French Polynesia,2.3473,People
Gabon,2.794919472222222,Business
Gabon,3.088338095238095,Foundations
Gabon,2.4902635000000006,Government
Gabon,3.0826333361001055,Infrastructure
Gabon,3.6170200868896973,People
Gabon,,Regulation
Gabon,4.1337199999999985,Strategy
Gambia (the),2.9843965996261113,Business
Gambia (the),3.6274,Foundations
Gambia (the),1.0829819535,Government
Gambia (the),2.3697621341472557,Infrastructure
Gambia (the),2.6473596000756174,People
Gambia (the),3.5698499999999997,Regulation
Gambia (the),3.9590699999999983,Strategy
Georgia,3.2750560018592307,Business
Georgia,3.462588095238095,Foundations
Georgia,2.5275308160000005,Government
Georgia,3.4859255832806726,Infrastructure
Georgia,3.8610987046769454,People
Georgia,4.41815,Regulation
Georgia,4.602779999999999,Strategy
Germany,4.368525003011102,Business
Germany,4.20796861111111,Foundations
Germany,3.7059765351392975,Government
Germany,4.432695605886604,Infrastructure
Germany,4.476961116013861,People
Germany,5.066849999999999,Regulation
Germany,5.116749999999998,Strategy
Germany France,,Business
Germany France,,Foundations
Germany France,,Government
Germany France,,People
Germany France,,Regulation
Germany France,,Strategy
Ghana,2.9799861602240796,Business
Ghana,2.7016634920634925,Foundations
Ghana,3.1036592499999998,Government
Ghana,2.4627937006722713,Infrastructure
Ghana,3.563108245188106,People
Ghana,4.01895,Regulation
Ghana,4.1187499999999995,Strategy
Gibraltar,,Business
Gibraltar,,Foundations
Gibraltar,,Government
Gibraltar,,Regulation
Gibraltar,,Strategy
Gibraltar,3.752332014379912,Infrastructure
Gibraltar,3.8327621313087485,People
Greece,2.92859509226167,Business
Greece,3.613536507936507,Foundations
Greece,3.4576967560000003,Government
Greece,3.5284277034896485,Infrastructure
Greece,4.069551770159167,People
Greece,4.043900000000001,Regulation
Greece,4.762460000000003,Strategy
Greenland,,Business
Greenland,,Foundations
Greenland,,Government
Greenland,,Regulation
Greenland,,Strategy
Greenland,4.091247725918358,Infrastructure
Greenland,4.326833000000001,People
Grenada,3.675612047619049,Business
Grenada,3.743833333333334,Foundations
Grenada,2.6828775,Government
Grenada,2.6896968541777477,Infrastructure
Grenada,2.850406794890924,People
Grenada,3.9440999999999997,Regulation
Grenada,,Strategy
Guadeloupe,,Business
Guadeloupe,,Foundations
Guadeloupe,,Government
Guadeloupe,,Regulation
Guadeloupe,,Strategy
Guadeloupe,1.367278458981889,Infrastructure
Guadeloupe,3.7445,People
Guam,,Business
Guam,,Foundations
Guam,,Government
Guam,,Regulation
Guam,,Strategy
Guam,4.347811570800849,Infrastructure
Guam,4.229029,People
Guatemala,3.1978547974699443,Business
Guatemala,2.786022222222222,Foundations
Guatemala,1.983353851000001,Government
Guatemala,2.616124898497136,Infrastructure
Guatemala,3.877261981741172,People
Guatemala,3.2455000000000003,Regulation
Guatemala,3.98901,Strategy
Guinea,2.804775432110056,Business
Guinea,2.594090476190477,Foundations
Guinea,2.3151145,Government
Guinea,1.4346650002853218,Infrastructure
Guinea,2.6845896519054353,People
Guinea,3.0957999999999997,Regulation
Guinea,3.544899999999999,Strategy
Guinea-Bissau,3.7644050000000004,Business
Guinea-Bissau,3.194933333333334,Foundations
Guinea-Bissau,1.3692600000000001,Government
Guinea-Bissau,2.2590202742988614,Infrastructure
Guinea-Bissau,3.2025617042815417,People
Guinea-Bissau,,Regulation
Guinea-Bissau,,Strategy
Guyana,2.9683490618744313,Business
Guyana,1.965066666666667,Foundations
Guyana,2.26883225,Government
Guyana,1.9504327454933728,Infrastructure
Guyana,3.2246030951099542,People
Guyana,3.4949999999999997,Regulation
Guyana,3.889209999999999,Strategy
Haiti,2.0239853477174843,Business
Haiti,3.428466666666667,Foundations
Haiti,2.033928,Government
Haiti,2.1310102792206695,Infrastructure
Haiti,3.0907072292277373,People
Haiti,,Regulation
Haiti,3.564860000000001,Strategy
Heavily indebted poor countries (HIPC),2.73213743264706,Business
Heavily indebted poor countries (HIPC),,Foundations
Heavily indebted poor countries (HIPC),,Government
Heavily indebted poor countries (HIPC),,People
Heavily indebted poor countries (HIPC),,Regulation
Heavily indebted poor countries (HIPC),,Strategy
Heavily indebted poor countries (HIPC),3.226785760486,Infrastructure
High income,3.7306336205892796,Business
High income,4.999128571428571,Foundations
High income,1.1290721968329,Government
High income,5.989985449659,Infrastructure
High income,5.0419,People
High income,,Regulation
High income,,Strategy
High income: OECD,,Business
High income: OECD,,Government
High income: OECD,,Infrastructure
High income: OECD,,Regulation
High income: OECD,,Strategy
High income: OECD,5.077542857142857,Foundations
High income: OECD,5.11675,People
High-income Countries,,Business
High-income Countries,,Foundations
High-income Countries,,Government
High-income Countries,,People
High-income Countries,,Regulation
Honduras,2.786471435043225,Business
Honduras,3.686283333333334,Foundations
Honduras,2.5004929999999996,Government
Honduras,2.664193262437154,Infrastructure
Honduras,3.8127132310806915,People
Honduras,2.9960000000000013,Regulation
Honduras,4.1337199999999985,Strategy
Hungary,3.6766077819432788,Business
Hungary,3.9295095238095232,Foundations
Hungary,3.708212221,Government
Hungary,3.3836149888350633,Infrastructure
Hungary,4.14389225659092,People
Hungary,4.06885,Regulation
Hungary,4.9321199999999985,Strategy
IBRD only,2.7950220063773386,Business
IBRD only,,Foundations
IBRD only,,People
IBRD only,,Regulation
IBRD only,,Strategy
IBRD only,1.072594848342,Government
IBRD only,5.915408306352002,Infrastructure
IDA & IBRD total,2.834064392216097,Business
IDA & IBRD total,,Foundations
IDA & IBRD total,,People
IDA & IBRD total,,Regulation
IDA & IBRD total,,Strategy
IDA & IBRD total,1.0723904664749,Government
IDA & IBRD total,5.417397620758,Infrastructure
IDA blend,3.0236815033176123,Business
IDA blend,,Foundations
IDA blend,,Government
IDA blend,,People
IDA blend,,Regulation
IDA blend,,Strategy
IDA blend,4.335269521642999,Infrastructure
IDA only,2.8307993159352414,Business
IDA only,,Foundations
IDA only,,Government
IDA only,,People
IDA only,,Regulation
IDA only,,Strategy
IDA only,3.798244609871,Infrastructure
IDA total,2.870432642086913,Business
IDA total,,Foundations
IDA total,,Government
IDA total,,People
IDA total,,Regulation
IDA total,,Strategy
IDA total,3.978755448204,Infrastructure
Iceland,3.660348779394518,Business
Iceland,3.9434333333333327,Foundations
Iceland,3.0068869324999996,Government
Iceland,4.2257915927409115,Infrastructure
Iceland,4.526774126609253,People
Iceland,5.7904,Regulation
Iceland,4.90218,Strategy
India,3.531830467435865,Business
India,3.656563492063493,Foundations
India,3.115242723821421,Government
India,2.827696144730921,Infrastructure
India,3.2588531270800924,People
India,3.4949999999999988,Regulation
India,3.99899,Strategy
India Delhi,,Foundations
India Delhi,,Government
India Delhi,,Infrastructure
India Delhi,,People
India Delhi,,Regulation
India Delhi,,Strategy
India Mumbai,,Foundations
India Mumbai,,Government
India Mumbai,,Infrastructure
India Mumbai,,People
India Mumbai,,Regulation
India Mumbai,,Strategy
Indonesia,3.3995126679190957,Business
Indonesia,2.835822222222222,Foundations
Indonesia,3.2383975112222223,Government
Indonesia,2.877418387255667,Infrastructure
Indonesia,3.6499682806483165,People
Indonesia,3.51995,Regulation
Indonesia,4.308369999999998,Strategy
Indonesia Jakarta,,Foundations
Indonesia Jakarta,,Government
Indonesia Jakarta,,Infrastructure
Indonesia Jakarta,,People
Indonesia Jakarta,,Regulation
Indonesia Jakarta,,Strategy
Indonesia Surabaya,,Foundations
Indonesia Surabaya,,Government
Indonesia Surabaya,,Infrastructure
Indonesia Surabaya,,People
Indonesia Surabaya,,Regulation
Indonesia Surabaya,,Strategy
Iran (Islamic Republic of),2.5209267567197715,Business
Iran (Islamic Republic of),3.4970619047619036,Foundations
Iran (Islamic Republic of),3.5592406544702464,Government
Iran (Islamic Republic of),3.062629689949421,Infrastructure
Iran (Islamic Republic of),4.059942694206389,People
Iran (Islamic Republic of),2.4720500000000007,Regulation
Iran (Islamic Republic of),4.4929999999999986,Strategy
Iraq,2.169887731858429,Business
Iraq,2.878045238095238,Foundations
Iraq,1.611830886,Government
Iraq,3.0722740722491944,Infrastructure
Iraq,2.943838453780719,People
Iraq,3.045900000000001,Regulation
Iraq,4.1836199999999995,Strategy
Ireland,4.142250764594413,Business
Ireland,3.490769047619047,Foundations
Ireland,3.6640718037499997,Government
Ireland,4.218510389649618,Infrastructure
Ireland,4.586733898715313,People
Ireland,,Regulation
Ireland,5.041899999999999,Strategy
Isle of Man,,Business
Isle of Man,,Government
Isle of Man,,Regulation
Isle of Man,,Strategy
Isle of Man,3.15,Foundations
Isle of Man,5.989999999999999,Infrastructure
Isle of Man,3.9351180000000006,People
Israel,4.491739540109445,Business
Israel,3.933363492063492,Foundations
Israel,3.1732135847777774,Government
Israel,4.0478711796316045,Infrastructure
Israel,4.191813012074128,People
Israel,,Regulation
Israel,4.7425,Strategy
Italy,3.1994928540845624,Business
Italy,4.0769269841269855,Foundations
Italy,3.8318072522333337,Government
Italy,3.909739332583661,Infrastructure
Italy,3.8769250121601844,People
Italy,4.5429,Regulation
Italy,4.9321199999999985,Strategy
Jamaica,3.3329846344852654,Business
Jamaica,3.08845,Foundations
Jamaica,2.889214,Government
Jamaica,2.5079236579308293,Infrastructure
Jamaica,3.4125073984569485,People
Jamaica,3.844299999999999,Regulation
Jamaica,4.4431,Strategy
Japan,3.8092895171914676,Business
Japan,4.191450793650794,Foundations
Japan,3.8405378767973346,Government
Japan,4.3298127550807095,Infrastructure
Japan,4.580761885975681,People
Japan,4.842300000000002,Regulation
Japan,4.982020000000001,Strategy
Japan Osaka,,Foundations
Japan Osaka,,Government
Japan Osaka,,Infrastructure
Japan Osaka,,People
Japan Osaka,,Regulation
Japan Osaka,,Strategy
Japan Tokyo,,Foundations
Japan Tokyo,,Government
Japan Tokyo,,Infrastructure
Japan Tokyo,,People
Japan Tokyo,,Regulation
Japan Tokyo,,Strategy
Jersey,,Business
Jersey,,Foundations
Jersey,,Government
Jersey,,People
Jersey,,Regulation
Jersey,,Strategy
Jordan,3.9079079197316644,Business
Jordan,2.9362619047619045,Foundations
Jordan,2.5245697500000004,Government
Jordan,3.0309901640209507,Infrastructure
Jordan,3.7383070871182555,People
Jordan,3.5948,Regulation
Jordan,4.497990000000001,Strategy
Kazakhstan,3.4324708040540592,Business
Kazakhstan,3.441202380952382,Foundations
Kazakhstan,2.829669383444445,Government
Kazakhstan,2.991330648364565,Infrastructure
Kazakhstan,4.318960190956305,People
Kazakhstan,3.12075,Regulation
Kazakhstan,4.572839999999999,Strategy
Kenya,3.370959029979008,Business
Kenya,3.419461904761905,Foundations
Kenya,3.2020038333333334,Government
Kenya,2.7895719269016768,Infrastructure
Kenya,3.3018981930870157,People
Kenya,3.76945,Regulation
Kenya,4.023939999999998,Strategy
Kiribati,2.691851381936606,Business
Kiribati,1.5309333333333337,Foundations
Kiribati,3.628732,Government
Kiribati,1.346242890937921,Infrastructure
Kiribati,2.9705536710730405,People
Kiribati,,Regulation
Kiribati,,Strategy
Kosovo (UNSCR 1244),5.218340299145297,Business
Kosovo (UNSCR 1244),2.923774603174603,Foundations
Kosovo (UNSCR 1244),,Government
Kosovo (UNSCR 1244),,Strategy
Kosovo (UNSCR 1244),3.639515899723503,Infrastructure
Kosovo (UNSCR 1244),3.875348588872373,People
Kosovo (UNSCR 1244),3.6946000000000003,Regulation
Kuwait,3.228099139440314,Business
Kuwait,3.9580238095238096,Foundations
Kuwait,3.0768775873333336,Government
Kuwait,3.912795333008737,Infrastructure
Kuwait,4.628127001362039,People
Kuwait,,Regulation
Kuwait,4.1187499999999995,Strategy
Kyrgyzstan,3.0959743312751105,Business
Kyrgyzstan,3.739747619047619,Foundations
Kyrgyzstan,2.5580621310000002,Government
Kyrgyzstan,2.392142873909907,Infrastructure
Kyrgyzstan,3.7001385650751653,People
Kyrgyzstan,3.5199500000000006,Regulation
Kyrgyzstan,4.6926,Strategy
Lao People's Democratic Republic (the),2.9053673280938597,Business
Lao People's Democratic Republic (the),2.7224047619047615,Foundations
Lao People's Democratic Republic (the),2.0189579999999996,Government
Lao People's Democratic Republic (the),2.097971895542883,Infrastructure
Lao People's Democratic Republic (the),3.534643247437909,People
Lao People's Democratic Republic (the),,Regulation
Lao People's Democratic Republic (the),4.143699999999999,Strategy
Late-demographic dividend,3.863901041666667,Business
Late-demographic dividend,,Foundations
Late-demographic dividend,,People
Late-demographic dividend,,Regulation
Late-demographic dividend,,Strategy
Late-demographic dividend,1.0864501120325,Government
Late-demographic dividend,5.958706288349,Infrastructure
Latin America & Caribbean,2.578844699256812,Business
Latin America & Caribbean,2.7322428571428574,Foundations
Latin America & Caribbean,1.0334566625301,Government
Latin America & Caribbean,5.9113723055300005,Infrastructure
Latin America & Caribbean,2.77145,People
Latin America & Caribbean,,Regulation
Latin America & Caribbean,,Strategy
Latin America & Caribbean (excluding high income),2.507221328416987,Business
Latin America & Caribbean (excluding high income),2.710857142857143,Foundations
Latin America & Caribbean (excluding high income),1.0337891300126,Government
Latin America & Caribbean (excluding high income),5.903808709537,Infrastructure
Latin America & Caribbean (excluding high income),2.72155,People
Latin America & Caribbean (excluding high income),,Regulation
Latin America & Caribbean (excluding high income),,Strategy
Latin America & the Caribbean (IDA & IBRD countries),2.5173720945752045,Business
Latin America & the Caribbean (IDA & IBRD countries),,Foundations
Latin America & the Caribbean (IDA & IBRD countries),,People
Latin America & the Caribbean (IDA & IBRD countries),,Regulation
Latin America & the Caribbean (IDA & IBRD countries),,Strategy
Latin America & the Caribbean (IDA & IBRD countries),1.0336043169295,Government
Latin America & the Caribbean (IDA & IBRD countries),5.909583485839001,Infrastructure
Latin America and the Caribbean,,Business
Latin America and the Caribbean,,Foundations
Latin America and the Caribbean,,Government
Latin America and the Caribbean,,People
Latin America and the Caribbean,,Regulation
Latvia,3.6855103733598154,Business
Latvia,4.368973015873016,Foundations
Latvia,3.2193163056666676,Government
Latvia,3.6540780439224436,Infrastructure
Latvia,4.479774102526912,People
Latvia,,Regulation
Latvia,4.9520800000000005,Strategy
Least developed countries: UN classification,2.5736561219768537,Business
Least developed countries: UN classification,,Foundations
Least developed countries: UN classification,,Government
Least developed countries: UN classification,,People
Least developed countries: UN classification,,Regulation
Least developed countries: UN classification,,Strategy
Least developed countries: UN classification,3.633636203936,Infrastructure
Lebanon,3.1294899107857588,Business
Lebanon,3.0467547619047615,Foundations
Lebanon,2.7476227499999997,Government
Lebanon,2.9430875384217767,Infrastructure
Lebanon,3.5799880194249747,People
Lebanon,3.3951999999999996,Regulation
Lebanon,4.3333200000000005,Strategy
Lesotho,2.350713265655556,Business
Lesotho,2.983860317460318,Foundations
Lesotho,2.7417595,Government
Lesotho,2.3432842401336895,Infrastructure
Lesotho,3.212948137412603,People
Lesotho,,Regulation
Lesotho,3.7245399999999997,Strategy
Liberia,2.323415814869578,Business
Liberia,3.130254761904763,Foundations
Liberia,2.2105740000000007,Government
Liberia,1.6579609804045483,Infrastructure
Liberia,2.9745166551692503,People
Liberia,3.2455000000000003,Regulation
Liberia,3.4251399999999994,Strategy
Libya,2.6755007348684376,Business
Libya,2.9825976190476196,Foundations
Libya,1.1918655000000002,Government
Libya,2.387308759687022,Infrastructure
Libya,3.152507443573864,People
Libya,3.3952000000000004,Regulation
Libya,,Strategy
Liechtenstein,2.069246275114757,Business
Liechtenstein,3.494333333333333,Foundations
Liechtenstein,4.158420499999999,Government
Liechtenstein,3.4639984827601884,Infrastructure
Liechtenstein,2.93831530554839,People
Liechtenstein,,Regulation
Liechtenstein,,Strategy
Lithuania,3.581621112150566,Business
Lithuania,4.196830952380952,Foundations
Lithuania,3.295263773,Government
Lithuania,3.9290810812749224,Infrastructure
Lithuania,4.3638286630644565,People
Lithuania,,Regulation
Lithuania,4.827330000000002,Strategy
Low & middle income,2.818106495138297,Business
Low & middle income,,Foundations
Low & middle income,,People
Low & middle income,,Regulation
Low & middle income,,Strategy
Low & middle income,1.0727385816992,Government
Low & middle income,5.40261587749,Infrastructure
Low income,2.7111812311572057,Business
Low income,1.855428571428572,Foundations
Low income,,Government
Low income,,Regulation
Low income,,Strategy
Low income,3.042074756319,Infrastructure
Low income,1.998,People
Low-income Countries,,Business
Low-income Countries,,Foundations
Low-income Countries,,Government
Low-income Countries,,People
Low-income Countries,,Regulation
Lower middle income,2.7424923553281366,Business
Lower middle income,2.3401714285714283,Foundations
Lower middle income,,Government
Lower middle income,,Regulation
Lower middle income,,Strategy
Lower middle income,5.442872723448,Infrastructure
Lower middle income,2.62175,People
Lower-middle-income Countries,,Business
Lower-middle-income Countries,,Foundations
Lower-middle-income Countries,,Government
Lower-middle-income Countries,,People
Lower-middle-income Countries,,Regulation
Luxembourg,3.878967642684703,Business
Luxembourg,4.35484761904762,Foundations
Luxembourg,3.4628354580000003,Government
Luxembourg,4.641289424048193,Infrastructure
Luxembourg,4.827875662394044,People
Luxembourg,,Regulation
Luxembourg,4.702579999999999,Strategy
Madagascar,2.5564201208325925,Business
Madagascar,1.5579285714285716,Foundations
Madagascar,2.4615709999999997,Government
Madagascar,1.8834693863402459,Infrastructure
Madagascar,2.471706767900695,People
Madagascar,3.1955999999999993,Regulation
Madagascar,3.4450999999999996,Strategy
Malawi,2.5516679962437974,Business
Malawi,2.7102317460317455,Foundations
Malawi,3.096299000000001,Government
Malawi,2.5657366289784918,Infrastructure
Malawi,2.7145407934678696,People
Malawi,3.7694499999999995,Regulation
Malawi,3.5648600000000012,Strategy
Malaysia,3.9791060385438275,Business
Malaysia,3.149771428571429,Foundations
Malaysia,3.255050749111111,Government
Malaysia,3.2917016787956523,Infrastructure
Malaysia,4.211313187612522,People
Malaysia,3.8941999999999997,Regulation
Malaysia,4.537909999999998,Strategy
Maldives,3.1497769365079367,Business
Maldives,5.557533333333336,Foundations
Maldives,3.1851209999999996,Government
Maldives,3.697757755394356,Infrastructure
Maldives,3.678800474042677,People
Maldives,,Regulation
Maldives,4.45807,Strategy
Mali,2.5834307440426665,Business
Mali,3.301340476190478,Foundations
Mali,2.667907499999999,Government
Mali,2.416311199001342,Infrastructure
Mali,2.4843343546561636,People
Mali,3.1955999999999993,Regulation
Mali,3.6047799999999985,Strategy
Malta,3.356945218169031,Business
Malta,4.3596,Foundations
Malta,3.0665451269999995,Government
Malta,3.8372426756160785,Infrastructure
Malta,4.522076995495942,People
Malta,,Regulation
Malta,4.777430000000002,Strategy
Marshall Islands,3.917283301587301,Business
Marshall Islands,1.9634,Foundations
Marshall Islands,2.920651,Government
Marshall Islands,1.17033339552482,Infrastructure
Marshall Islands,2.5171662500000003,People
Marshall Islands,,Regulation
Marshall Islands,,Strategy
Martinique,,Business
Martinique,,Foundations
Martinique,,Government
Martinique,,Regulation
Martinique,,Strategy
Martinique,0.684274220305753,Infrastructure
Martinique,3.261967,People
Mauritania,2.4118864636278627,Business
Mauritania,2.437261904761905,Foundations
Mauritania,1.2437817094999999,Government
Mauritania,1.6960180516541405,Infrastructure
Mauritania,3.0843811334796403,People
Mauritania,2.7963999999999993,Regulation
Mauritania,3.7694499999999995,Strategy
Mauritius,3.360492569901069,Business
Mauritius,3.7643642857142865,Foundations
Mauritius,2.6839231545,Government
Mauritius,3.380374748208907,Infrastructure
Mauritius,4.069936948850802,People
Mauritius,4.043900000000001,Regulation
Mauritius,4.32833,Strategy
Mayotte,,Business
Mayotte,,Foundations
Mayotte,,Government
Mayotte,,Infrastructure
Mayotte,,Regulation
Mayotte,,Strategy
Mexico,3.3342669204759385,Business
Mexico,3.9581476190476206,Foundations
Mexico,2.672613236333334,Government
